month,state,category,total_sales
2017-04,SE,computers_accessories,152.9
2017-04,SE,cool_stuff,199.0
2017-04,SE,furniture_bedroom,189.99
2017-04,SE,furniture_decor,899.8
2017-04,SE,garden_tools,159.8
2017-04,SE,health_beauty,680.0
2017-04,SE,sports_leisure,49.9
2017-04,SE,telephony,43.98
2017-04,SP,air_conditioning,578.9
2017-04,SP,audio,579.3000000000001
2017-04,SP,auto,5701.51
2017-04,SP,baby,1381.8200000000002
2017-04,SP,bed_bath_table,12726.24
2017-04,SP,books_general_interest,262.7
2017-04,SP,books_technical,75.0
2017-04,SP,cine_photo,59.0
2017-04,SP,computers_accessories,8766.54
2017-04,SP,consoles_games,2159.37
2017-04,SP,cool_stuff,7916.77
2017-04,SP,costruction_tools_garden,190.60999999999999
2017-04,SP,costruction_tools_tools,729.0
2017-04,SP,drinks,219.98
2017-04,SP,dvds_blu_ray,1420.0
2017-04,SP,electronics,2147.98
2017-04,SP,fashion_bags_accessories,978.05
2017-04,SP,fashion_male_clothing,199.5
2017-04,SP,fashion_shoes,403.4
2017-04,SP,fashion_sport,99.8
2017-04,SP,fashion_underwear_beach,5.9
2017-04,SP,fixed_telephony,2841.5
2017-04,SP,food,277.99
2017-04,SP,food_drink,47.9
2017-04,SP,furniture_bedroom,209.99
2017-04,SP,furniture_decor,8346.22
2017-04,SP,furniture_living_room,711.6800000000001
2017-04,SP,garden_tools,5246.91
2017-04,SP,health_beauty,8739.84
2017-04,SP,home_appliances,92.8
2017-04,SP,home_comfort_2,12.9
2017-04,SP,home_confort,1616.0
2017-04,SP,home_construction,125.0
2017-04,SP,housewares,5582.3
2017-04,SP,kitchen_dining_laundry_garden_furniture,88.69999999999999
2017-04,SP,la_cuisine,24.0
2017-04,SP,luggage_accessories,3873.6
2017-04,SP,market_place,424.5
2017-04,SP,musical_instruments,2015.6399999999999
2017-04,SP,office_furniture,3680.1800000000003
2017-04,SP,perfumery,7754.849999999999
2017-04,SP,pet_shop,1918.39
2017-04,SP,small_appliances,9195.5
2017-04,SP,sports_leisure,8712.22
2017-04,SP,stationery,1814.74
2017-04,SP,tablets_printing_image,99.0
2017-04,SP,telephony,3664.31
2017-04,SP,toys,3126.03
2017-04,SP,watches_gifts,10465.88
2017-04,TO,computers_accessories,227.99
2017-04,TO,cool_stuff,39.0
2017-04,TO,furniture_decor,345.0
2017-04,TO,health_beauty,709.99
2017-04,TO,housewares,409.47999999999996
2017-04,TO,luggage_accessories,259.9
2017-04,TO,pet_shop,89.5
2017-04,TO,sports_leisure,859.0
2017-04,TO,toys,139.98
2017-04,TO,watches_gifts,78.0
2017-05,AC,computers_accessories,809.1
2017-05,AC,electronics,45.0
2017-05,AC,furniture_decor,179.9
2017-05,AC,health_beauty,12.9
2017-05,AC,telephony,18.99
2017-05,AC,watches_gifts,1923.2
2017-05,AL,auto,1299.8000000000002
2017-05,AL,baby,79.9
2017-05,AL,bed_bath_table,224.8
2017-05,AL,computers_accessories,471.19
2017-05,AL,fashion_bags_accessories,109.9
2017-05,AL,fixed_telephony,79.98
2017-05,AL,furniture_decor,688.7
2017-05,AL,furniture_living_room,659.8
2017-05,AL,health_beauty,691.68
2017-05,AL,housewares,16.99
2017-05,AL,perfumery,56.99
2017-05,AL,sports_leisure,99.7
2017-05,AL,telephony,73.99
2017-05,AL,watches_gifts,471.71999999999997
2017-05,AM,cool_stuff,328.99
2017-05,AM,food,149.9
2017-05,AM,furniture_decor,47.49
2017-05,AM,garden_tools,126.99
2017-05,AM,stationery,185.0
2017-05,AM,telephony,8.5
2017-05,AM,watches_gifts,225.9
2017-05,AP,agro_industry_and_commerce,589.99
2017-05,AP,computers_accessories,99.49
2017-05,AP,electronics,385.0
2017-05,AP,health_beauty,245.9
2017-05,BA,audio,98.0
2017-05,BA,auto,605.65
2017-05,BA,baby,168.0
2017-05,BA,bed_bath_table,977.1800000000001
2017-05,BA,computers_accessories,2939.51
2017-05,BA,cool_stuff,1375.78
2017-05,BA,electronics,952.95
2017-05,BA,fashion_bags_accessories,300.39
2017-05,BA,furniture_decor,242.5
2017-05,BA,garden_tools,1022.49
2017-05,BA,health_beauty,2127.59
2017-05,BA,home_appliances,172.0
2017-05,BA,home_confort,89.9
2017-05,BA,housewares,318.56
2017-05,BA,luggage_accessories,519.8
2017-05,BA,market_place,62.8
2017-05,BA,office_furniture,242.98000000000002
2017-05,BA,perfumery,399.97
2017-05,BA,pet_shop,192.32999999999998
2017-05,BA,signaling_and_security,5.95
2017-05,BA,sports_leisure,1271.89
2017-05,BA,stationery,45.9
2017-05,BA,tablets_printing_image,99.0
2017-05,BA,telephony,418.84999999999997
2017-05,BA,toys,886.3
2017-05,BA,watches_gifts,1451.0
2017-05,CE,auto,24.87
2017-05,CE,baby,184.33
2017-05,CE,bed_bath_table,49.9
2017-05,CE,computers_accessories,3010.74
2017-05,CE,construction_tools_construction,99.99
2017-05,CE,cool_stuff,1156.67
2017-05,CE,costruction_tools_garden,107.8
2017-05,CE,fashion_bags_accessories,74.99
2017-05,CE,furniture_decor,566.7
2017-05,CE,garden_tools,431.35
2017-05,CE,health_beauty,1583.96
2017-05,CE,luggage_accessories,109.9
2017-05,CE,market_place,322.75
2017-05,CE,office_furniture,566.97
2017-05,CE,pet_shop,278.79
2017-05,CE,sports_leisure,339.54
2017-05,CE,stationery,48.9
2017-05,CE,telephony,471.91999999999996
2017-05,CE,toys,384.78
2017-05,CE,watches_gifts,1239.54
2017-05,DF,auto,52.89
2017-05,DF,baby,50.0
2017-05,DF,bed_bath_table,437.99
2017-05,DF,computers_accessories,1191.78
2017-05,DF,cool_stuff,283.68
2017-05,DF,fashion_bags_accessories,49.9
2017-05,DF,fashion_sport,49.98
2017-05,DF,food_drink,95.0
2017-05,DF,furniture_decor,495.53999999999996
2017-05,DF,garden_tools,16.9
2017-05,DF,health_beauty,195.88
2017-05,DF,housewares,197.14
2017-05,DF,office_furniture,346.95000000000005
2017-05,DF,perfumery,993.66
2017-05,DF,pet_shop,46.9
2017-05,DF,small_appliances,129.0
2017-05,DF,sports_leisure,886.12
2017-05,DF,stationery,659.7
2017-05,DF,telephony,869.98
2017-05,DF,toys,605.66
2017-05,DF,watches_gifts,999.89
2017-05,ES,auto,1482.69
2017-05,ES,baby,198.9
2017-05,ES,bed_bath_table,542.04
2017-05,ES,books_technical,24.9
2017-05,ES,computers_accessories,1519.9499999999998
2017-05,ES,consoles_games,541.2
2017-05,ES,cool_stuff,478.99
2017-05,ES,electronics,508.85
2017-05,ES,fashion_bags_accessories,137.7
2017-05,ES,fashion_shoes,349.0
2017-05,ES,fixed_telephony,32.9
2017-05,ES,furniture_decor,707.95
2017-05,ES,furniture_living_room,207.94
2017-05,ES,garden_tools,384.88
2017-05,ES,health_beauty,1243.79
2017-05,ES,home_confort,655.78
2017-05,ES,housewares,289.69
2017-05,ES,musical_instruments,279.8
2017-05,ES,perfumery,253.88
2017-05,ES,signaling_and_security,428.0
2017-05,ES,sports_leisure,735.59
2017-05,ES,tablets_printing_image,889.99
2017-05,ES,telephony,352.35
2017-05,ES,toys,385.78
2017-05,ES,watches_gifts,1676.99
2017-05,GO,air_conditioning,402.99
2017-05,GO,auto,599.85
2017-05,GO,bed_bath_table,729.5
2017-05,GO,computers_accessories,1325.9
2017-05,GO,consoles_games,39.0
2017-05,GO,cool_stuff,588.88
2017-05,GO,dvds_blu_ray,19.9
2017-05,GO,fashio_female_clothing,149.9
2017-05,GO,fashion_bags_accessories,218.79
2017-05,GO,fashion_shoes,349.9
2017-05,GO,fashion_underwear_beach,192.0
2017-05,GO,fixed_telephony,189.99
2017-05,GO,furniture_decor,369.26
2017-05,GO,furniture_living_room,243.87
2017-05,GO,garden_tools,1931.29
2017-05,GO,health_beauty,694.85
2017-05,GO,home_appliances,32.9
2017-05,GO,home_confort,538.0
2017-05,GO,housewares,414.69
2017-05,GO,luggage_accessories,429.7
2017-05,GO,office_furniture,229.99
2017-05,GO,perfumery,1658.58
2017-05,GO,small_appliances,103.99
2017-05,GO,sports_leisure,1027.9
2017-05,GO,stationery,129.7
2017-05,GO,telephony,183.51999999999998
2017-05,GO,toys,54.9
2017-05,GO,watches_gifts,1794.73
2017-05,MA,audio,89.9
2017-05,MA,auto,239.8
2017-05,MA,baby,123.9
2017-05,MA,bed_bath_table,334.8
2017-05,MA,computers_accessories,74.99
2017-05,MA,cool_stuff,119.99
2017-05,MA,fashion_bags_accessories,104.78999999999999
2017-05,MA,furniture_decor,106.98
2017-05,MA,health_beauty,369.79999999999995
2017-05,MA,housewares,90.0
2017-05,MA,office_furniture,149.9
2017-05,MA,perfumery,624.89
2017-05,MA,sports_leisure,617.69
2017-05,MA,telephony,52.87
2017-05,MA,toys,279.89
2017-05,MG,art,119.9
2017-05,MG,arts_and_craftmanship,21.99
2017-05,MG,audio,467.9
2017-05,MG,auto,2051.5
2017-05,MG,baby,1764.71
2017-05,MG,bed_bath_table,6838.2
2017-05,MG,books_general_interest,119.5
2017-05,MG,computers_accessories,3660.72
2017-05,MG,consoles_games,15.9
2017-05,MG,cool_stuff,4728.51
2017-05,MG,costruction_tools_garden,249.7
2017-05,MG,electronics,419.2
2017-05,MG,fashion_bags_accessories,976.6299999999999
2017-05,MG,fashion_shoes,59.8
2017-05,MG,fashion_underwear_beach,5.9
2017-05,MG,food_drink,27.9
2017-05,MG,furniture_decor,1864.78
2017-05,MG,furniture_mattress_and_upholstery,86.5
2017-05,MG,garden_tools,1879.39
2017-05,MG,health_beauty,4258.17
2017-05,MG,home_appliances_2,439.9
2017-05,MG,home_confort,576.6
2017-05,MG,home_construction,27.9
2017-05,MG,housewares,2765.25
2017-05,MG,kitchen_dining_laundry_garden_furniture,19.9
2017-05,MG,luggage_accessories,2288.52
2017-05,MG,market_place,220.9
2017-05,MG,office_furniture,658.96
2017-05,MG,perfumery,1555.3500000000001
2017-05,MG,pet_shop,800.87
2017-05,MG,small_appliances,129.9
2017-05,MG,sports_leisure,5032.96
2017-05,MG,stationery,566.4
2017-05,MG,tablets_printing_image,99.0
2017-05,MG,telephony,954.03
2017-05,MG,toys,2294.11
2017-05,MG,watches_gifts,3247.89
2017-05,MS,baby,79.9
2017-05,MS,bed_bath_table,328.29999999999995
2017-05,MS,computers_accessories,824.98
2017-05,MS,cool_stuff,449.97
2017-05,MS,furniture_decor,229.9
2017-05,MS,health_beauty,59.78999999999999
2017-05,MS,home_appliances,175.0
2017-05,MS,housewares,565.3
2017-05,MS,perfumery,339.0
2017-05,MS,sports_leisure,59.9
2017-05,MS,stationery,89.0
2017-05,MS,telephony,55.5
2017-05,MS,toys,131.9
2017-05,MT,auto,878.9
2017-05,MT,baby,461.69
2017-05,MT,bed_bath_table,710.77
2017-05,MT,computers_accessories,63.8
2017-05,MT,cool_stuff,1178.78
2017-05,MT,furniture_decor,45.9
2017-05,MT,health_beauty,805.72
2017-05,MT,home_appliances,135.0
2017-05,MT,home_confort,179.0
2017-05,MT,office_furniture,112.99
2017-05,MT,perfumery,316.79
2017-05,MT,small_appliances,1694.0
2017-05,MT,sports_leisure,69.9
2017-05,MT,stationery,139.8
2017-05,MT,telephony,92.96
2017-05,MT,toys,49.9
2017-05,PA,art,69.9
2017-05,PA,auto,29.7
2017-05,PA,bed_bath_table,382.5
2017-05,PA,computers_accessories,434.97
2017-05,PA,cool_stuff,217.9
2017-05,PA,fashion_bags_accessories,438.9
2017-05,PA,fashion_shoes,99.9
2017-05,PA,fashion_underwear_beach,62.0
2017-05,PA,housewares,47.99
2017-05,PA,luggage_accessories,102.9
2017-05,PA,market_place,21.99
2017-05,PA,musical_instruments,590.81
2017-05,PA,perfumery,266.79
2017-05,PA,pet_shop,249.9
2017-05,PA,sports_leisure,69.9
2017-05,PA,telephony,90.96000000000001
2017-05,PA,toys,108.69999999999999
2017-05,PA,watches_gifts,3287.87
2017-05,PB,agro_industry_and_commerce,59.99
2017-05,PB,auto,75.0
2017-05,PB,books_general_interest,34.99
2017-05,PB,computers_accessories,39.8
2017-05,PB,cool_stuff,359.96999999999997
2017-05,PB,costruction_tools_garden,599.9
2017-05,PB,fashion_bags_accessories,89.99
2017-05,PB,furniture_decor,38.5
2017-05,PB,health_beauty,424.99
2017-05,PB,home_appliances,220.0
2017-05,PB,perfumery,79.99
2017-05,PB,sports_leisure,155.0
2017-05,PB,telephony,51.989999999999995
2017-05,PB,watches_gifts,689.0
2017-05,PE,auto,117.3
2017-05,PE,baby,210.0
2017-05,PE,bed_bath_table,737.3
2017-05,PE,books_general_interest,124.9
2017-05,PE,computers_accessories,900.84
2017-05,PE,consoles_games,39.0
2017-05,PE,cool_stuff,769.38
2017-05,PE,electronics,22.0
2017-05,PE,fashion_bags_accessories,29.0
2017-05,PE,furniture_decor,147.0
2017-05,PE,furniture_living_room,269.99
2017-05,PE,garden_tools,59.9
2017-05,PE,health_beauty,3455.86
2017-05,PE,home_confort,89.9
2017-05,PE,housewares,130.91
2017-05,PE,musical_instruments,1899.12
2017-05,PE,perfumery,171.89000000000001
2017-05,PE,pet_shop,79.99
2017-05,PE,sports_leisure,661.5
2017-05,PE,stationery,158.9
2017-05,PE,telephony,132.97
2017-05,PE,toys,649.2
2017-05,PI,auto,1593.0
2017-05,PI,baby,799.99
2017-05,PI,books_general_interest,133.9
2017-05,PI,computers_accessories,39.9
2017-05,PI,cool_stuff,828.98
2017-05,PI,drinks,90.0
2017-05,PI,furniture_decor,50.9
2017-05,PI,furniture_living_room,139.9
2017-05,PI,garden_tools,519.6
2017-05,PI,health_beauty,447.9
2017-05,PI,home_appliances,32.9
2017-05,PI,perfumery,139.9
2017-05,PI,pet_shop,119.0
2017-05,PI,telephony,84.45
2017-05,PI,toys,397.39
2017-05,PI,watches_gifts,629.99
2017-05,PR,agro_industry_and_commerce,869.97
2017-05,PR,art,36.9
2017-05,PR,audio,218.99
2017-05,PR,auto,492.8
2017-05,PR,baby,939.39
2017-05,PR,bed_bath_table,1348.58
2017-05,PR,books_general_interest,183.8
2017-05,PR,computers_accessories,3817.41
2017-05,PR,consoles_games,489.0
2017-05,PR,cool_stuff,2027.1100000000001
2017-05,PR,electronics,454.89
2017-05,PR,fashion_bags_accessories,312.69
2017-05,PR,fashion_shoes,97.69999999999999
2017-05,PR,fashion_sport,49.9
2017-05,PR,fashion_underwear_beach,5.9
2017-05,PR,food_drink,94.49000000000001
2017-05,PR,furniture_decor,1491.64
2017-05,PR,garden_tools,1540.11
2017-05,PR,health_beauty,5266.37
2017-05,PR,home_confort,423.9
2017-05,PR,housewares,1770.98
2017-05,PR,luggage_accessories,412.6
2017-05,PR,perfumery,582.76
2017-05,PR,pet_shop,571.86
2017-05,PR,small_appliances,659.9
2017-05,PR,sports_leisure,4002.81
2017-05,PR,stationery,454.9
2017-05,PR,telephony,274.40999999999997
2017-05,PR,toys,1088.66
2017-05,PR,watches_gifts,1577.07
2017-05,RJ,air_conditioning,161.99
2017-05,RJ,art,48.65
2017-05,RJ,audio,79.0
2017-05,RJ,auto,2438.25
2017-05,RJ,baby,1477.07
2017-05,RJ,bed_bath_table,4524.34
2017-05,RJ,books_general_interest,394.8
2017-05,RJ,cine_photo,59.0
2017-05,RJ,computers_accessories,6863.34
2017-05,RJ,consoles_games,206.57
2017-05,RJ,cool_stuff,4469.95
2017-05,RJ,costruction_tools_garden,19.94
2017-05,RJ,dvds_blu_ray,49.8
2017-05,RJ,electronics,624.64
2017-05,RJ,fashio_female_clothing,54.9
2017-05,RJ,fashion_bags_accessories,1875.29
2017-05,RJ,fashion_childrens_clothes,110.0
2017-05,RJ,fixed_telephony,35.489999999999995
2017-05,RJ,food_drink,38.5
2017-05,RJ,furniture_bedroom,472.98
2017-05,RJ,furniture_decor,2813.69
2017-05,RJ,furniture_living_room,984.55
2017-05,RJ,furniture_mattress_and_upholstery,399.99
2017-05,RJ,garden_tools,3620.44
2017-05,RJ,health_beauty,9669.44
2017-05,RJ,home_appliances,138.0
2017-05,RJ,home_confort,538.89
2017-05,RJ,housewares,3416.19
2017-05,RJ,kitchen_dining_laundry_garden_furniture,691.8
2017-05,RJ,luggage_accessories,1022.3
2017-05,RJ,market_place,594.69
2017-05,RJ,musical_instruments,5407.29
2017-05,RJ,office_furniture,1368.07
2017-05,RJ,perfumery,2210.63
2017-05,RJ,pet_shop,683.49
2017-05,RJ,small_appliances,1125.77
2017-05,RJ,sports_leisure,5619.360000000001
2017-05,RJ,stationery,709.5
2017-05,RJ,tablets_printing_image,129.99
2017-05,RJ,telephony,1178.42
2017-05,RJ,toys,5821.85
2017-05,RJ,watches_gifts,5632.33
2017-05,RN,auto,308.99
2017-05,RN,baby,240.0
2017-05,RN,bed_bath_table,69.52
2017-05,RN,computers_accessories,44.9
2017-05,RN,cool_stuff,459.98
2017-05,RN,garden_tools,1717.2
2017-05,RN,health_beauty,896.9
2017-05,RN,housewares,50.0
2017-05,RN,pet_shop,119.0
2017-05,RN,sports_leisure,59.9
2017-05,RN,watches_gifts,1296.76
2017-05,RO,auto,85.99
2017-05,RO,bed_bath_table,117.99
2017-05,RO,health_beauty,104.0
2017-05,RO,luggage_accessories,49.9
2017-05,RO,sports_leisure,99.7
2017-05,RO,telephony,93.88
2017-05,RR,cool_stuff,69.99
2017-05,RR,health_beauty,163.12
2017-05,RS,audio,168.9
2017-05,RS,auto,168.59
2017-05,RS,baby,294.45
2017-05,RS,bed_bath_table,2406.3
2017-05,RS,books_general_interest,45.0
2017-05,RS,computers_accessories,1239.01
2017-05,RS,consoles_games,130.0
2017-05,RS,cool_stuff,2488.73
2017-05,RS,costruction_tools_garden,599.9
2017-05,RS,electronics,251.9
2017-05,RS,fashion_bags_accessories,968.89
2017-05,RS,fashion_male_clothing,387.1
2017-05,RS,fashion_shoes,29.9
2017-05,RS,furniture_decor,1332.18
2017-05,RS,furniture_living_room,458.7
2017-05,RS,garden_tools,1759.35
2017-05,RS,health_beauty,2238.5
2017-05,RS,home_appliances,235.9
2017-05,RS,home_confort,49.8
2017-05,RS,home_construction,125.0
2017-05,RS,housewares,983.95
2017-05,RS,la_cuisine,193.0
2017-05,RS,luggage_accessories,322.70000000000005
2017-05,RS,market_place,124.89
2017-05,RS,musical_instruments,1299.65
2017-05,RS,office_furniture,397.97
2017-05,RS,perfumery,999.39
2017-05,RS,pet_shop,4037.38
2017-05,RS,signaling_and_security,74.9
2017-05,RS,sports_leisure,1404.19
2017-05,RS,stationery,666.5
2017-05,RS,telephony,409.87
2017-05,RS,toys,1384.49
2017-05,RS,watches_gifts,2359.69
2017-05,SC,art,189.8
2017-05,SC,audio,89.9
2017-05,SC,auto,37.0
2017-05,SC,baby,110.0
2017-05,SC,bed_bath_table,1212.54
2017-05,SC,books_general_interest,322.58
2017-05,SC,computers_accessories,4386.66
2017-05,SC,consoles_games,8.99
2017-05,SC,cool_stuff,2099.5
2017-05,SC,electronics,92.80000000000001
2017-05,SC,fashion_bags_accessories,653.39
2017-05,SC,fashion_shoes,29.9
2017-05,SC,fashion_sport,49.95
2017-05,SC,furniture_decor,1530.15
2017-05,SC,garden_tools,641.89
2017-05,SC,health_beauty,487.46000000000004
2017-05,SC,home_appliances_2,1697.0
2017-05,SC,home_confort,488.9
2017-05,SC,housewares,1351.5
2017-05,SC,luggage_accessories,1532.5
2017-05,SC,market_place,189.9
2017-05,SC,office_furniture,749.9399999999999
2017-05,SC,perfumery,739.39
2017-05,SC,pet_shop,356.7
2017-05,SC,sports_leisure,2636.69
2017-05,SC,stationery,437.9
2017-05,SC,telephony,275.73
2017-05,SC,toys,620.78
2017-05,SC,watches_gifts,972.9
2017-05,SE,electronics,49.99
2017-05,SE,furniture_decor,154.0
2017-05,SE,health_beauty,16.04
2017-05,SE,home_appliances,80.0
2017-05,SE,housewares,79.99
2017-05,SE,perfumery,109.5
2017-05,SE,stationery,148.9
2017-05,SE,telephony,25.99
2017-05,SE,toys,66.99
2017-05,SE,watches_gifts,26.69
2017-05,SP,agro_industry_and_commerce,59.99
2017-05,SP,air_conditioning,451.79
2017-05,SP,art,6502.5
2017-05,SP,audio,868.59
2017-05,SP,auto,7218.660000000001
2017-05,SP,baby,2992.98
2017-05,SP,bed_bath_table,16433.36
2017-05,SP,books_general_interest,482.1
2017-05,SP,books_technical,88.5
2017-05,SP,computers_accessories,13892.59
2017-05,SP,consoles_games,1443.44
2017-05,SP,cool_stuff,11747.81
2017-05,SP,costruction_tools_tools,803.9
2017-05,SP,dvds_blu_ray,19.9
2017-05,SP,electronics,3091.69
2017-05,SP,fashio_female_clothing,217.60000000000002
2017-05,SP,fashion_bags_accessories,2367.69
2017-05,SP,fashion_male_clothing,221.8
2017-05,SP,fashion_shoes,653.4399999999999
2017-05,SP,fashion_underwear_beach,17.700000000000003
2017-05,SP,fixed_telephony,163.96
2017-05,SP,food,238.0
2017-05,SP,food_drink,168.39999999999998
2017-05,SP,furniture_bedroom,1896.99
2017-05,SP,furniture_decor,14682.7
2017-05,SP,furniture_living_room,2094.58
2017-05,SP,furniture_mattress_and_upholstery,328.20000000000005
2017-05,SP,garden_tools,6027.87
2017-05,SP,health_beauty,12383.66
2017-05,SP,home_appliances,882.99
2017-05,SP,home_appliances_2,866.15
2017-05,SP,home_confort,2022.1
2017-05,SP,home_construction,1467.6
2017-05,SP,housewares,9878.87
2017-05,SP,industry_commerce_and_business,519.8
2017-05,SP,kitchen_dining_laundry_garden_furniture,592.78
2017-05,SP,luggage_accessories,7011.6
2017-05,SP,market_place,888.26
2017-05,SP,musical_instruments,12855.02
2017-05,SP,office_furniture,4141.68
2017-05,SP,perfumery,9358.66
2017-05,SP,pet_shop,1497.31
2017-05,SP,small_appliances,1398.88
2017-05,SP,sports_leisure,12431.51
2017-05,SP,stationery,1930.8700000000001
2017-05,SP,tablets_printing_image,297.0
2017-05,SP,telephony,3594.47
2017-05,SP,toys,7778.26
2017-05,SP,watches_gifts,11018.9
2017-05,TO,auto,36.0
2017-05,TO,baby,219.99
2017-05,TO,books_technical,148.6
2017-05,TO,cool_stuff,262.69
2017-05,TO,furniture_decor,215.9
2017-05,TO,garden_tools,379.0
2017-05,TO,health_beauty,199.0
2017-05,TO,home_appliances_2,89.99
2017-05,TO,luggage_accessories,89.9
2017-05,TO,market_place,62.8
2017-05,TO,perfumery,199.8
2017-05,TO,telephony,115.97
2017-05,TO,watches_gifts,104.69
2017-06,AC,perfumery,189.9
2017-06,AC,sports_leisure,119.99
2017-06,AC,telephony,25.99
2017-06,AC,toys,49.9
2017-06,AL,bed_bath_table,99.99
2017-06,AL,cool_stuff,199.99
2017-06,AL,fixed_telephony,32.99
2017-06,AL,furniture_decor,159.9
2017-06,AL,sports_leisure,258.9
2017-06,AL,stationery,97.9
2017-06,AL,telephony,29.99
2017-06,AL,toys,42.99
2017-06,AL,watches_gifts,29.0
2017-06,AM,housewares,169.99
2017-06,AP,bed_bath_table,199.8
2017-06,AP,toys,52.9
2017-06,BA,audio,89.0
2017-06,BA,auto,4384.88
2017-06,BA,bed_bath_table,507.6
2017-06,BA,books_general_interest,117.9
2017-06,BA,computers_accessories,4467.42
2017-06,BA,consoles_games,32.0
2017-06,BA,cool_stuff,1734.24
2017-06,BA,fashion_bags_accessories,136.0
2017-06,BA,fashion_male_clothing,159.7
2017-06,BA,furniture_decor,226.9
2017-06,BA,garden_tools,357.64
2017-06,BA,health_beauty,1687.93
2017-06,BA,home_appliances,303.4
2017-06,BA,housewares,508.5
2017-06,BA,kitchen_dining_laundry_garden_furniture,48.0
2017-06,BA,luggage_accessories,397.6
2017-06,BA,musical_instruments,1199.8899999999999
2017-06,BA,office_furniture,672.16
2017-06,BA,perfumery,300.98
2017-06,BA,small_appliances,511.0
2017-06,BA,sports_leisure,269.21000000000004
2017-06,BA,stationery,219.9
2017-06,BA,telephony,3126.84
2017-06,BA,toys,325.89
2017-06,BA,watches_gifts,2015.0
2017-06,CE,auto,24.9
2017-06,CE,baby,429.89
2017-06,CE,bed_bath_table,454.89
2017-06,CE,books_general_interest,115.0
2017-06,CE,computers_accessories,155.79
2017-06,CE,consoles_games,15.9
2017-06,CE,cool_stuff,1584.17
2017-06,CE,fashion_bags_accessories,714.89
2017-06,CE,garden_tools,109.99
2017-06,CE,health_beauty,561.87
2017-06,CE,housewares,169.9
2017-06,CE,luggage_accessories,322.5
2017-06,CE,perfumery,817.31
2017-06,CE,pet_shop,59.99
2017-06,CE,small_appliances,2690.0
2017-06,CE,sports_leisure,506.89
2017-06,CE,telephony,124.97
2017-06,CE,toys,84.8
2017-06,CE,watches_gifts,726.35
2017-06,DF,auto,179.1
2017-06,DF,baby,139.33
2017-06,DF,bed_bath_table,645.87
2017-06,DF,computers_accessories,2405.33
2017-06,DF,cool_stuff,399.89
2017-06,DF,dvds_blu_ray,16.9
2017-06,DF,fashion_bags_accessories,106.3
2017-06,DF,fixed_telephony,39.98
2017-06,DF,furniture_decor,431.94
2017-06,DF,garden_tools,79.9
2017-06,DF,health_beauty,314.86
2017-06,DF,home_appliances,161.6
2017-06,DF,housewares,576.89
2017-06,DF,luggage_accessories,102.9
2017-06,DF,perfumery,373.87
2017-06,DF,pet_shop,281.8
2017-06,DF,sports_leisure,418.49
2017-06,DF,stationery,149.8
2017-06,DF,telephony,88.49000000000001
2017-06,DF,toys,918.64
2017-06,DF,watches_gifts,380.0
2017-06,ES,audio,433.0
2017-06,ES,auto,31.8
2017-06,ES,baby,110.0
2017-06,ES,bed_bath_table,1229.8700000000001
2017-06,ES,computers_accessories,565.49
2017-06,ES,cool_stuff,649.47
2017-06,ES,electronics,251.9
2017-06,ES,fashion_bags_accessories,104.80000000000001
2017-06,ES,fashion_male_clothing,99.9
2017-06,ES,furniture_decor,274.87
2017-06,ES,furniture_living_room,311.90999999999997
2017-06,ES,garden_tools,503.73
2017-06,ES,health_beauty,1613.68
2017-06,ES,home_appliances,80.0
2017-06,ES,housewares,683.71
2017-06,ES,musical_instruments,139.8
2017-06,ES,office_furniture,119.6
2017-06,ES,perfumery,897.5
2017-06,ES,pet_shop,17.99
2017-06,ES,sports_leisure,1329.3
2017-06,ES,stationery,273.8
2017-06,ES,telephony,57.949999999999996
2017-06,ES,toys,603.77
2017-06,GO,auto,314.2
2017-06,GO,bed_bath_table,2300.86
2017-06,GO,computers_accessories,469.7
2017-06,GO,construction_tools_construction,119.76
2017-06,GO,cool_stuff,1412.02
2017-06,GO,electronics,49.0
2017-06,GO,fashion_bags_accessories,69.9
2017-06,GO,fashion_underwear_beach,3.9
2017-06,GO,furniture_decor,160.7
2017-06,GO,garden_tools,1547.6
2017-06,GO,health_beauty,674.12
2017-06,GO,home_appliances,12.0
2017-06,GO,housewares,854.59
2017-06,GO,luggage_accessories,271.8
2017-06,GO,office_furniture,444.92
2017-06,GO,perfumery,763.5899999999999
2017-06,GO,pet_shop,60.980000000000004
2017-06,GO,sports_leisure,359.33
2017-06,GO,stationery,186.7
2017-06,GO,telephony,200.56
2017-06,GO,toys,56.89
2017-06,MA,computers_accessories,99.69999999999999
2017-06,MA,cool_stuff,45.9
2017-06,MA,fashion_bags_accessories,178.79
2017-06,MA,fixed_telephony,90.0
2017-06,MA,furniture_decor,299.99
2017-06,MA,luggage_accessories,100.33
2017-06,MA,office_furniture,159.99
2017-06,MA,perfumery,599.8
2017-06,MA,sports_leisure,159.9
2017-06,MA,telephony,15.9
2017-06,MA,watches_gifts,29.0
2017-06,MG,air_conditioning,99.99
2017-06,MG,auto,1376.3
2017-06,MG,baby,286.59999999999997
2017-06,MG,bed_bath_table,3204.65
2017-06,MG,books_general_interest,374.8
2017-06,MG,books_imported,99.0
2017-06,MG,books_technical,80.0
2017-06,MG,computers_accessories,2258.9
2017-06,MG,consoles_games,893.79
2017-06,MG,cool_stuff,5311.98
2017-06,MG,costruction_tools_garden,399.6
